en,file,file-name,gen,id,length
Buff-throated Woodcreeper,//www.xeno-canto.org/91427/download,XIPGUT66.mp3,Xiphorhynchus,91427,0:38
Buff-throated Woodcreeper,//www.xeno-canto.org/91426/download,XIPGUT62.mp3,Xiphorhynchus,91426,0:27
Buff-throated Woodcreeper,//www.xeno-canto.org/91425/download,XIPGUT22.mp3,Xiphorhynchus,91425,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/91422/download,XIPGUT16.mp3,Xiphorhynchus,91422,0:12
Buff-throated Woodcreeper,//www.xeno-canto.org/91418/download,XIPGUT59.mp3,Xiphorhynchus,91418,0:43
Buff-throated Woodcreeper,//www.xeno-canto.org/80509/download,XIPGUT57.mp3,Xiphorhynchus,80509,0:10
Buff-throated Woodcreeper,//www.xeno-canto.org/80508/download,XIPGUT56.mp3,Xiphorhynchus,80508,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/38611/download,Dusky-billed Woodcreeper2009-9-10calls1.mp3,Xiphorhynchus,38611,0:40
Buff-throated Woodcreeper,//www.xeno-canto.org/38059/download,Arapacu mtz femaea IX.mp3,Xiphorhynchus,38059,0:55
Buff-throated Woodcreeper,//www.xeno-canto.org/38057/download,Arapacu longo mtz VI.mp3,Xiphorhynchus,38057,0:25
Buff-throated Woodcreeper,//www.xeno-canto.org/16008/download,HI-0883-Lafresnayes-Woodcreeper.mp3,Xiphorhynchus,16008,0:31
Buff-throated Woodcreeper,//www.xeno-canto.org/9632/download,Xiphorhynchus_guttatus_BR-TPH_19931117_S1c_ATC.mp3,Xiphorhynchus,9632,0:09
Buff-throated Woodcreeper,//www.xeno-canto.org/659187/download,XC659187-Xiphorhynchus guttatus DCB 659-7b.mp3,Xiphorhynchus,659187,0:06
Buff-throated Woodcreeper,//www.xeno-canto.org/639888/download,XC639888-Xiphorhynchus guttatus DCB 547-15b.mp3,Xiphorhynchus,639888,2:14
Buff-throated Woodcreeper,//www.xeno-canto.org/639876/download,XC639876-Xiphorhynchus guttatus DCB 547-1.mp3,Xiphorhynchus,639876,0:11
Buff-throated Woodcreeper,//www.xeno-canto.org/606223/download,XC606223-Xiphorhychus guttatoides - F.E. Catuaba (2).mp3,Xiphorhynchus,606223,0:16
Buff-throated Woodcreeper,//www.xeno-canto.org/602736/download,XC602736-Xiphorhynchus guttatus_Pocone_1031.mp3,Xiphorhynchus,602736,0:15
Buff-throated Woodcreeper,//www.xeno-canto.org/597787/download,XC597787-Xiphorhynchus guttatus_Carajas_1075.WAV_E.mp3,Xiphorhynchus,597787,0:20
Buff-throated Woodcreeper,//www.xeno-canto.org/594579/download,XC594579-Xiphorhynchus gutattoides_Carajas_1004 2.WAV_E.mp3,Xiphorhynchus,594579,1:03
Buff-throated Woodcreeper,//www.xeno-canto.org/592973/download,XC592973-Xiphorhynchus gutattus_Palmari_1099 2.mp3,Xiphorhynchus,592973,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/565146/download,XC565146-Arapacu de lafresneyer (Xiphorhynchus guttatoides-OK) 03-06-2020 8e15.mp3,Xiphorhynchus,565146,0:06
Buff-throated Woodcreeper,//www.xeno-canto.org/564699/download,XC564699-Xiphorhynchus guttatus DCB 626-12.mp3,Xiphorhynchus,564699,0:22
Buff-throated Woodcreeper,//www.xeno-canto.org/556678/download,"XC556678-Xiphorhynchus guttatus - Caio Brito (Canutama-AM)_BRITO,3171.mp3",Xiphorhynchus,556678,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/533577/download,XC533577-Xiphorhynchus guttatoides_Carajas_1063.WAV_E.mp3,Xiphorhynchus,533577,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/513264/download,XC513264-Xiphorhynchus guttatus DCB 432-3a.mp3,Xiphorhynchus,513264,0:49
Buff-throated Woodcreeper,//www.xeno-canto.org/505833/download,XC505833-Xiphorhynchus guttatoides_sao gabriel_1108.mp3,Xiphorhynchus,505833,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/504713/download,XC504713-LS110879 Lafresnayes woodcreeper GcToucanet.mp3,Xiphorhynchus,504713,0:28
Buff-throated Woodcreeper,//www.xeno-canto.org/504254/download,XC504254-Arapacu de garganta amarela (Xiphorhynchus guttatus-OK) 18-10-2019 10e47.mp3,Xiphorhynchus,504254,0:30
Buff-throated Woodcreeper,//www.xeno-canto.org/500649/download,XC500649-Xiphorhynchus guttatus DCB 423-8b.mp3,Xiphorhynchus,500649,0:48
Buff-throated Woodcreeper,//www.xeno-canto.org/497991/download,XC497991-Xiphorhynchus guttatus DCB 622-7Bi.mp3,Xiphorhynchus,497991,0:11
Buff-throated Woodcreeper,//www.xeno-canto.org/491856/download,XC491856-Xiphorhynchus guttatus DCB 611-4f.mp3,Xiphorhynchus,491856,0:13
Buff-throated Woodcreeper,//www.xeno-canto.org/490105/download,XC490105-Xiphorhynchus guttatus DCB 608-12Bb.mp3,Xiphorhynchus,490105,0:31
Buff-throated Woodcreeper,//www.xeno-canto.org/484117/download,XC484117-Xiphorhynchus guttatus DCB 606-5.mp3,Xiphorhynchus,484117,0:12
Buff-throated Woodcreeper,//www.xeno-canto.org/482135/download,XC482135-1241 Xiphorhynchus guttatus vicinalis (song)Manoa_CujubimRO_061114_FIG.mp3,Xiphorhynchus,482135,0:52
Buff-throated Woodcreeper,//www.xeno-canto.org/482134/download,XC482134-1240 Xiphorhynchus guttatus vicinalis (song)_Manoa_CujubimRO_061114_FIG.mp3,Xiphorhynchus,482134,0:49
Buff-throated Woodcreeper,//www.xeno-canto.org/474958/download,XC474958-Xiphorhynchus guttatus_Chandless_1087.mp3,Xiphorhynchus,474958,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/456231/download,XC456231-Xiphorhynchus guttatus_1141.mp3,Xiphorhynchus,456231,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/443010/download,XC443010-181027_3978 BTWOodcreeper 30ft Taboca 0830 mp3 amp.mp3,Xiphorhynchus,443010,1:14
Buff-throated Woodcreeper,//www.xeno-canto.org/431901/download,XC431901-Xiphorhynchus guttatus_Rio Branco_1222.mp3,Xiphorhynchus,431901,0:31
Buff-throated Woodcreeper,//www.xeno-canto.org/428166/download,XC428166-Xiphorhynchus guttatus vicinalis-Caio Brito-(Porto Velho-RO)-BRITO191.mp3,Xiphorhynchus,428166,0:22
Buff-throated Woodcreeper,//www.xeno-canto.org/428165/download,XC428165-Xiphorhynchus guttatus guttatoides-Caio Brito-(Porto Velho-RO)-BRITO1187.mp3,Xiphorhynchus,428165,0:22
Buff-throated Woodcreeper,//www.xeno-canto.org/428163/download,XC428163-Xiphorhynchus guttatus gracilirostris-Caio Brito-(Guaramiranga-CE)-BRITO2458.mp3,Xiphorhynchus,428163,0:25
Buff-throated Woodcreeper,//www.xeno-canto.org/427304/download,XC427304-Dendrocolaptes platyrostris CONFIRMAR-Caio Brito-(Guaramiranga-CE)-BRITO1726.mp3,Xiphorhynchus,427304,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/421157/download,XC421157-1433 Xiphorhynchus guttatus guttatus(calls)EstVeracel_StaCruzCabralia_130415FIG.mp3,Xiphorhynchus,421157,0:36
Buff-throated Woodcreeper,//www.xeno-canto.org/420892/download,XC420892-1374 Xiphorhynchus guttatus(song and calls)AVCTaquaraBA100512.mp3,Xiphorhynchus,420892,0:36
Buff-throated Woodcreeper,//www.xeno-canto.org/419488/download,XC419488-1096 Xiphorhynchus guttatus(calls)EstVeracel_BA_241013.mp3,Xiphorhynchus,419488,1:01
Buff-throated Woodcreeper,//www.xeno-canto.org/409601/download,XC409601-Xiphorhynchus guttatoides_Mamiraua_1127.mp3,Xiphorhynchus,409601,0:06
Buff-throated Woodcreeper,//www.xeno-canto.org/400648/download,XC400648-Xiphorhynchus guttatus_Novo Repartimento_1157.mp3,Xiphorhynchus,400648,0:30
Buff-throated Woodcreeper,//www.xeno-canto.org/385760/download,XC385760-Xiphorynchus_guttatus_Campylorynchus_turdinus_M6_Trans_3-4_Jangada_MT.mp3,Xiphorhynchus,385760,0:32
Buff-throated Woodcreeper,//www.xeno-canto.org/384895/download,XC384895-X. guttatus bom 011_170814_0842A0.mp3,Xiphorhynchus,384895,0:02
Buff-throated Woodcreeper,//www.xeno-canto.org/358594/download,XC358594-Xiphorhynchus_guttatus-2084196.mp3,Xiphorhynchus,358594,0:25
Buff-throated Woodcreeper,//www.xeno-canto.org/355187/download,XC355187-Xiphorhynchus guttatoides(song)Assis BrasilAC260613.mp3,Xiphorhynchus,355187,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/316979/download,XC316979-Xiphorhynchus guttatoides_Novo Airao_1060.mp3,Xiphorhynchus,316979,0:29
Buff-throated Woodcreeper,//www.xeno-canto.org/303649/download,XC303649-XIPGUT95.mp3,Xiphorhynchus,303649,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/300935/download,XC300935-XIPGTD01.mp3,Xiphorhynchus,300935,1:09
Buff-throated Woodcreeper,//www.xeno-canto.org/288633/download,XC288633-XIPGUT93.mp3,Xiphorhynchus,288633,2:01
Buff-throated Woodcreeper,//www.xeno-canto.org/269096/download,XC269096-XIPGUT58.mp3,Xiphorhynchus,269096,0:28
Buff-throated Woodcreeper,//www.xeno-canto.org/269094/download,XC269094-XIPGUT60.mp3,Xiphorhynchus,269094,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/269092/download,XC269092-XIPGUT12.mp3,Xiphorhynchus,269092,2:22
Buff-throated Woodcreeper,//www.xeno-canto.org/269089/download,XC269089-XIPGUT02.mp3,Xiphorhynchus,269089,0:22
Buff-throated Woodcreeper,//www.xeno-canto.org/269052/download,XC269052-XIPGUT71.mp3,Xiphorhynchus,269052,1:27
Buff-throated Woodcreeper,//www.xeno-canto.org/269049/download,XC269049-XIPGUT20.mp3,Xiphorhynchus,269049,0:47
Buff-throated Woodcreeper,//www.xeno-canto.org/265906/download,XC265906-Xiphorhynchus guttatus 1.mp3,Xiphorhynchus,265906,0:49
Buff-throated Woodcreeper,//www.xeno-canto.org/232430/download,XC232430-Buff-throated Woodcreeper lumped B 6388.mp3,Xiphorhynchus,232430,0:03
Buff-throated Woodcreeper,//www.xeno-canto.org/232429/download,XC232429-Buff-throated Woodcreeper lumped B 6389.mp3,Xiphorhynchus,232429,0:08
Buff-throated Woodcreeper,//www.xeno-canto.org/232424/download,XC232424-Buff-throated Woodcreeper lumped B 6380.mp3,Xiphorhynchus,232424,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/232423/download,XC232423-Buff-throated Woodcreeper lumped B 6387.mp3,Xiphorhynchus,232423,0:09
Buff-throated Woodcreeper,//www.xeno-canto.org/232422/download,XC232422-Buff-throated Woodcreeper lumped B 6385.mp3,Xiphorhynchus,232422,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/232421/download,XC232421-Buff-throated Woodcreeper lumped B 6379.mp3,Xiphorhynchus,232421,0:02
Buff-throated Woodcreeper,//www.xeno-canto.org/232410/download,XC232410-Buff-throated Woodcreeper lumped B 6375.mp3,Xiphorhynchus,232410,0:27
Buff-throated Woodcreeper,//www.xeno-canto.org/232409/download,XC232409-Buff-throated Woodcreeper lumped B 6374.mp3,Xiphorhynchus,232409,0:20
Buff-throated Woodcreeper,//www.xeno-canto.org/232408/download,XC232408-Buff-throated Woodcreeper lumped B 6376.mp3,Xiphorhynchus,232408,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/232389/download,XC232389-Lafresnaye's Woodcreeper B 6404.mp3,Xiphorhynchus,232389,0:37
Buff-throated Woodcreeper,//www.xeno-canto.org/232388/download,XC232388-Lafresnaye's Woodcreeper B 6402.mp3,Xiphorhynchus,232388,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/213002/download,XC213002-Xiphorhynchus guttatus_Pacajas_1418.mp3,Xiphorhynchus,213002,0:31
Buff-throated Woodcreeper,//www.xeno-canto.org/190849/download,XC190849-140813_002.mp3,Xiphorhynchus,190849,0:08
Buff-throated Woodcreeper,//www.xeno-canto.org/174022/download,XC174022-ARAPAÇU DE GARGANTA AMARELA - ROSARIO OESTE - 20-11-13.mp3,Xiphorhynchus,174022,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/158848/download,XC158848-1182.mp3,Xiphorhynchus,158848,1:02
Buff-throated Woodcreeper,//www.xeno-canto.org/143365/download,XC143365-1031.mp3,Xiphorhynchus,143365,0:42
Buff-throated Woodcreeper,//www.xeno-canto.org/139213/download,XC139213-10040323_Xiphorhynchus_guttatus_sede_canto_espontaneo_Thiago_laranjeiras.mp3,Xiphorhynchus,139213,0:33
Buff-throated Woodcreeper,//www.xeno-canto.org/130490/download,XC130490-20110929-0524-1199-BR-MT-Floresta Amazonica Hotel-Buff-throated Woodcreeper.mp3,Xiphorhynchus,130490,0:52
Buff-throated Woodcreeper,//www.xeno-canto.org/129755/download,XC129755-20110917-1011-1049-BR-MT-Cristalino Reserve-Buff-throated Woodcreeper_ext.mp3,Xiphorhynchus,129755,1:30
Buff-throated Woodcreeper,//www.xeno-canto.org/126617/download,XC126617-Xiphorhynchus guttatus.mp3,Xiphorhynchus,126617,0:35
Buff-throated Woodcreeper,//www.xeno-canto.org/123245/download,XC123245-Xiphorhynchus guttatus guttatus130129_T114.mp3,Xiphorhynchus,123245,0:06
Buff-throated Woodcreeper,//www.xeno-canto.org/119617/download,XC119617-Xiphorhynchus gutattus_Tapaua_1299.MP3,Xiphorhynchus,119617,0:25
Buff-throated Woodcreeper,//www.xeno-canto.org/108673/download,Buff-throated Woodcreeper calls 9-6-11.mp3,Xiphorhynchus,108673,0:44
Buff-throated Woodcreeper,//www.xeno-canto.org/108672/download,Buff-throated Woodcreeper call 2 9-6-11.mp3,Xiphorhynchus,108672,0:21
Buff-throated Woodcreeper,//www.xeno-canto.org/91430/download,XIPGUT69.mp3,Xiphorhynchus,91430,0:06
Buff-throated Woodcreeper,//www.xeno-canto.org/91429/download,XIPGUT70.mp3,Xiphorhynchus,91429,0:31
Buff-throated Woodcreeper,//www.xeno-canto.org/91424/download,XIPGUT11.mp3,Xiphorhynchus,91424,0:23
Buff-throated Woodcreeper,//www.xeno-canto.org/91421/download,XIPGUT17.mp3,Xiphorhynchus,91421,0:31
Buff-throated Woodcreeper,//www.xeno-canto.org/90850/download,MZxXiphorhynchus_guttatus_vicinalis_chap_guim_MMelo.mp3,Xiphorhynchus,90850,0:33
Buff-throated Woodcreeper,//www.xeno-canto.org/85975/download,Xiphorhynchus guttatus_Nazare.mp3,Xiphorhynchus,85975,0:17
Buff-throated Woodcreeper,//www.xeno-canto.org/84081/download,R09_0034Buff-throated Woodcreeper_ call.mp3,Xiphorhynchus,84081,0:15
Buff-throated Woodcreeper,//www.xeno-canto.org/80507/download,XIPGUT49.mp3,Xiphorhynchus,80507,0:33
Buff-throated Woodcreeper,//www.xeno-canto.org/69738/download,Xiphorhynchus_guttatus_eytoni_2004b-FRL_BR_14_1646-1767_1_S.mp3,Xiphorhynchus,69738,1:56
Buff-throated Woodcreeper,//www.xeno-canto.org/69737/download,Xiphorhynchus_guttatus_2004a-FRL_BR_28_2386-2463_1_C.mp3,Xiphorhynchus,69737,1:17
Buff-throated Woodcreeper,//www.xeno-canto.org/69736/download,Xiphorhynchus_guttatus_2004a-FRL_BR_27_2332-2385_1_C.mp3,Xiphorhynchus,69736,0:52
Buff-throated Woodcreeper,//www.xeno-canto.org/69735/download,Xiphorhynchus_guttatus_2004a-FRL_BR_26_2274-2332_1_C.mp3,Xiphorhynchus,69735,0:37
Buff-throated Woodcreeper,//www.xeno-canto.org/38058/download,ARAPACU mtz XV.mp3,Xiphorhynchus,38058,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/15648/download,R09_1088-Buff-throated-Woodcreeper.mp3,Xiphorhynchus,15648,0:32
Buff-throated Woodcreeper,//www.xeno-canto.org/9630/download,Xiphorhynchus_guttatus_BR-TPH_19931117_S1a_ATC.mp3,Xiphorhynchus,9630,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/5632/download,Xiphorhynchus_guttatus_Eng_Cachoeira_Linda_Barreiros_PE_29.01.06_Glauco.mp3,Xiphorhynchus,5632,0:02
Buff-throated Woodcreeper,//www.xeno-canto.org/5233/download,1060_Xiphorhynchus guttatus_F41_Serra da Aratanha_08_III_2006_Ciro Albano1.mp3,Xiphorhynchus,5233,0:15
Buff-throated Woodcreeper,//www.xeno-canto.org/4760/download,Xiphorhynchus guttatus guttatoides.mp3,Xiphorhynchus,4760,0:47
Buff-throated Woodcreeper,//www.xeno-canto.org/505314/download,XC505314-190813_1322  Xiphorhynchus guttatus.mp3,Xiphorhynchus,505314,0:04
Buff-throated Woodcreeper,//www.xeno-canto.org/419321/download,XC419321-1037 Xiphorhynchus guttatus(song)Taquara_BA270514_FIG.mp3,Xiphorhynchus,419321,0:06
Buff-throated Woodcreeper,//www.xeno-canto.org/355186/download,XC355186-Xiphorhynchus guttatoides (song)XapuriAC230613.mp3,Xiphorhynchus,355186,0:43
Buff-throated Woodcreeper,//www.xeno-canto.org/346170/download,XC346170-UNID0747.mp3,Xiphorhynchus,346170,0:17
Buff-throated Woodcreeper,//www.xeno-canto.org/328895/download,XC328895-F596 Xiphorhynchus guttatoides (calls)+ Piaya cayana calls)AC240613.mp3,Xiphorhynchus,328895,0:10
Buff-throated Woodcreeper,//www.xeno-canto.org/328894/download,XC328894-F595 Xiphorhynchus guttatoides (calls)_XapuriAC230613.mp3,Xiphorhynchus,328894,1:36
Buff-throated Woodcreeper,//www.xeno-canto.org/326040/download,XC326040-675. Xiphorhynchus guttatus guttatus (song)FazSantaMaria_PortoSeguroBA171012.mp3,Xiphorhynchus,326040,0:32
Buff-throated Woodcreeper,//www.xeno-canto.org/309186/download,XC309186-XIPGUT96.mp3,Xiphorhynchus,309186,2:13
Buff-throated Woodcreeper,//www.xeno-canto.org/232433/download,XC232433-Buff-throated Woodcreeper lumped C 6386.mp3,Xiphorhynchus,232433,0:07
Buff-throated Woodcreeper,//www.xeno-canto.org/232393/download,XC232393-Lafresnaye's Woodcreeper C 6406.mp3,Xiphorhynchus,232393,0:41
Buff-throated Woodcreeper,//www.xeno-canto.org/232392/download,XC232392-Lafresnaye's Woodcreeper C 6403.mp3,Xiphorhynchus,232392,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/174021/download,XC174021-ARAPAÇU DE GARGANTA AMARELA - ROSARIO OESTE - 06-08-13 (1).mp3,Xiphorhynchus,174021,0:28
Buff-throated Woodcreeper,//www.xeno-canto.org/174020/download,XC174020-ARAPAÇU DE GARGANTA AMARELA - ROSARIO OESTE - 05-08-13 (1).mp3,Xiphorhynchus,174020,0:15
Buff-throated Woodcreeper,//www.xeno-canto.org/119445/download,XC119445-Xyphorinchus guttatus_Purupuru.MP3,Xiphorhynchus,119445,0:25
Buff-throated Woodcreeper,//www.xeno-canto.org/95467/download,B165 Xyohorguttatus_NM.mp3,Xiphorhynchus,95467,0:15
Buff-throated Woodcreeper,//www.xeno-canto.org/80510/download,XIPGUT72.mp3,Xiphorhynchus,80510,0:21
Buff-throated Woodcreeper,//www.xeno-canto.org/20390/download,Xiphorhynchus guttatus Aruchi Monte Alegre 25.09.2006.mp3,Xiphorhynchus,20390,0:23
Buff-throated Woodcreeper,//www.xeno-canto.org/4761/download,Xiphorhynchus guttatus eytoni variacoes.mp3,Xiphorhynchus,4761,1:22
Buff-throated Woodcreeper,//www.xeno-canto.org/516444/download,XC516444-arapaçu garg amare.mp3,Xiphorhynchus,516444,0:34
Buff-throated Woodcreeper,//www.xeno-canto.org/179996/download,XC179996-140528_037.mp3,Xiphorhynchus,179996,0:14
Buff-throated Woodcreeper,//www.xeno-canto.org/9631/download,Xiphorhynchus_guttatus_BR-TPH_19931117_S1b_ATC.mp3,Xiphorhynchus,9631,0:05
Buff-throated Woodcreeper,//www.xeno-canto.org/537921/download,XC537921-2268 Xiphorhynchus guttatoides (song)UPA7_SMacapa_MUrbano_AC_210717FIG.mp3,Xiphorhynchus,537921,0:28
Buff-throated Woodcreeper,//www.xeno-canto.org/537920/download,XC537920-2267 Xiphorhynchus guttatoides (call)_UPA7_SMacapa_MUrbano_AC_210717FIG.mp3,Xiphorhynchus,537920,0:06
Yellow-olive Flatbill,//www.xeno-canto.org/677766/download,XC677766-23-09-2021 11e59 Bico chato de orelha preta RESENDE G1.mp3,Tolmomyias,677766,0:10
Yellow-olive Flatbill,//www.xeno-canto.org/672648/download,XC672648-STE-081.wav Tolmomyias sulphurescens.mp3,Tolmomyias,672648,1:48
Yellow-olive Flatbill,//www.xeno-canto.org/670416/download,XC670416-24-08-2021 6e47 Bico chato de orelha preta.mp3,Tolmomyias,670416,0:42
Yellow-olive Flatbill,//www.xeno-canto.org/668733/download,XC668733-Tsulphurescens1082_01.mp3,Tolmomyias,668733,1:02
Yellow-olive Flatbill,//www.xeno-canto.org/658443/download,XC658443-Tolmomyias sulphurescens Patrocinio MG 01 June 2021 RSS 1555.mp3,Tolmomyias,658443,0:35
Yellow-olive Flatbill,//www.xeno-canto.org/656086/download,XC656086-11-06-2021 9e44 Bico chato de orelha preta.mp3,Tolmomyias,656086,0:33
Yellow-olive Flatbill,//www.xeno-canto.org/645747/download,XC645747-05-05-2021 7e8 Bico chato de orelha preta UFG.mp3,Tolmomyias,645747,0:56
Yellow-olive Flatbill,//www.xeno-canto.org/626232/download,XC626232-04-03-2021 6e59 G2 ufg Bico chato de orelha preta.mp3,Tolmomyias,626232,0:31
Yellow-olive Flatbill,//www.xeno-canto.org/616609/download,XC616609-Tolmomyias gr sulphurescens DCB 755-3g.mp3,Tolmomyias,616609,0:03
Yellow-olive Flatbill,//www.xeno-canto.org/607971/download,XC607971-Bico chato de orelha preta (Tolmomyias sulphurescens-OK) 04-12-2020 7e0.mp3,Tolmomyias,607971,0:12
Yellow-olive Flatbill,//www.xeno-canto.org/607029/download,"XC607029-Yellow-olive Flycatcher, call, 201120-007.mp3",Tolmomyias,607029,1:14
Yellow-olive Flatbill,//www.xeno-canto.org/598740/download,XC598740-Tsulphurescens1267_01.mp3,Tolmomyias,598740,1:15
Yellow-olive Flatbill,//www.xeno-canto.org/595492/download,"XC595492-Yellow-olive Flatbill, after PB, Varzea, Enramada, 201012-002.mp3",Tolmomyias,595492,0:40
Yellow-olive Flatbill,//www.xeno-canto.org/586970/download,XC586970-ZOOM0079 Tomomyias sulpherescens esp gjmm PNT set 2020.mp3,Tolmomyias,586970,2:42
Yellow-olive Flatbill,//www.xeno-canto.org/583955/download,XC583955-Tolmomyias sulphurescens_Lencois_20200818-084245.mp3,Tolmomyias,583955,0:43
Yellow-olive Flatbill,//www.xeno-canto.org/576570/download,XC576570-Tolmomyias sulphurescens_Boa Nova_14-07-2020 08-27.mp3,Tolmomyias,576570,2:34
Yellow-olive Flatbill,//www.xeno-canto.org/568518/download,XC568518-Tolmomyias sulphurescens 2.mp3,Tolmomyias,568518,0:53
Yellow-olive Flatbill,//www.xeno-canto.org/568517/download,XC568517-Tolmomyias sulphurescens 1.mp3,Tolmomyias,568517,0:26
Yellow-olive Flatbill,//www.xeno-canto.org/567709/download,XC567709-Bico chato de orelha preta (Tolmomyias sulphurescens-OK) 05-06-2020 6e54.mp3,Tolmomyias,567709,0:24
Yellow-olive Flatbill,//www.xeno-canto.org/556649/download,"XC556649-Tolmomyias sulphurescens - Caio Brito (Boa Nova-BA)_BRITO,3992.mp3",Tolmomyias,556649,0:31
Yellow-olive Flatbill,//www.xeno-canto.org/556647/download,"XC556647-Tolmomyias sulphurescens - Caio Brito (Itapoá-SC)_BRITO,3692.mp3",Tolmomyias,556647,0:36
Yellow-olive Flatbill,//www.xeno-canto.org/556642/download,"XC556642-Tolmomyias sulphurescens - Caio Brito (Guarulhos-SP)_BRITO,3066.mp3",Tolmomyias,556642,0:29
Yellow-olive Flatbill,//www.xeno-canto.org/552803/download,XC552803-27-04-2020 7e23 Bico chato de orelha preta.mp3,Tolmomyias,552803,0:35
Yellow-olive Flatbill,//www.xeno-canto.org/550397/download,XC550397-Tolmomyias sulphurescens DCB 580-16h.mp3,Tolmomyias,550397,0:07
Yellow-olive Flatbill,//www.xeno-canto.org/536803/download,XC536803-15-03-2020 8e12 Bico chato de orelha preta.mp3,Tolmomyias,536803,0:34
Yellow-olive Flatbill,//www.xeno-canto.org/522701/download,XC522701-Tolmomyias gr. sulphurescens DCB 470-1g.mp3,Tolmomyias,522701,2:30
Yellow-olive Flatbill,//www.xeno-canto.org/512409/download,XC512409-CI4000_0251 (online-audio-converter.com).mp3,Tolmomyias,512409,0:10
Yellow-olive Flatbill,//www.xeno-canto.org/507872/download,XC507872-15-11-2019 8e48 Bico chato de orelha preta (Tolmomyias sulphurescens-OK) 15-11-2019 8e48.mp3,Tolmomyias,507872,0:14
Yellow-olive Flatbill,//www.xeno-canto.org/504624/download,XC504624-LS110840 Yellow-olive Flycatcher.mp3,Tolmomyias,504624,0:19
Yellow-olive Flatbill,//www.xeno-canto.org/493419/download,XC493419-13-07-‎2019  ‏‎13e49 Bico chato orelha preta mixtus.mp3,Tolmomyias,493419,0:35
Yellow-olive Flatbill,//www.xeno-canto.org/479866/download,XC479866-Bico chato de orelha preta nunes2 (Tolmomyias sulphurescens-OK-OK) 7-6-2019 17e37.mp3,Tolmomyias,479866,0:18
Yellow-olive Flatbill,//www.xeno-canto.org/470920/download,XC470920-Tolmomyias_sulphurescens_pallescens_CN_270713.mp3,Tolmomyias,470920,1:10
Yellow-olive Flatbill,//www.xeno-canto.org/459338/download,XC459338-Bico chato de orelha preta2 (Tolmomyias sulphurescens-OK) 26‎-2-‎2019 ‏‎8e45.mp3,Tolmomyias,459338,0:07
Yellow-olive Flatbill,//www.xeno-canto.org/437658/download,XC437658-Bico chato de orelha p (Tolmomyias sulphurescens-OK-OK) 2-10-2018 9e15.mp3,Tolmomyias,437658,0:21
Yellow-olive Flatbill,//www.xeno-canto.org/436970/download,"XC436970-Yellow-olive Flycatcher, call, 180916-044.mp3",Tolmomyias,436970,0:09
Yellow-olive Flatbill,//www.xeno-canto.org/436503/download,"XC436503-Bico chato de orelha preta2 (Tolmomyias sulphurescens-OK) 6‎-09-‎2018, ‏‎09e11.mp3",Tolmomyias,436503,0:04
Yellow-olive Flatbill,//www.xeno-canto.org/435892/download,"XC435892-Yellow-olive Flycatcher, clearing, 180827-031.mp3",Tolmomyias,435892,0:21
Yellow-olive Flatbill,//www.xeno-canto.org/435455/download,XC435455-Bico chato orelha preta (Tolmomyias sulphurescens-OK) TUC 8-9 9e25.mp3,Tolmomyias,435455,0:24
Yellow-olive Flatbill,//www.xeno-canto.org/428100/download,XC428100-Tolmomyias sulphurescens ssp.-Caio Brito-(Sao Roque de Minas-MG)-BRITO2756.mp3,Tolmomyias,428100,0:33
Yellow-olive Flatbill,//www.xeno-canto.org/421886/download,XC421886-2028 Tolmomyias sulphurescens (song)Eucalyptus_SaoMiguel_041016_FIG.mp3,Tolmomyias,421886,0:30
Yellow-olive Flatbill,//www.xeno-canto.org/408478/download,XC408478-Bico chato de orelha preta (Tolmomiyas sulfurescens-OK).mp3,Tolmomyias,408478,0:27
Yellow-olive Flatbill,//www.xeno-canto.org/402633/download,XC402633-Tolmomyias sulphurescens.mp3,Tolmomyias,402633,0:15
Yellow-olive Flatbill,//www.xeno-canto.org/395761/download,XC395761-Tolmomyias sulphurescens_Gurupi_1088.mp3,Tolmomyias,395761,0:20
Yellow-olive Flatbill,//www.xeno-canto.org/393562/download,XC393562-BR Yellow-olive Fly song 1630 170403 hpf NK Coxipo for xc.mp3,Tolmomyias,393562,0:15
Yellow-olive Flatbill,//www.xeno-canto.org/384756/download,XC384756-bico chato de orelha preta.mp3,Tolmomyias,384756,0:42
